"datetime","bsadf_btc","bsadf_eth","bsadf_ltc"
"2018-07-27 23:59:59",-0.510191126250079,-0.475896406485371,-0.599718719257641
"2018-07-28 23:59:59",-0.507613605285768,-0.480280917692417,-0.604714375214058
"2018-07-29 23:59:59",-0.509754869155224,-0.48177887426051,-0.60492816993039
"2018-07-30 23:59:59",-0.513838831094144,-0.493193502633735,-0.613418704101021
"2018-07-31 23:59:59",-0.568290948937064,-0.524647195786754,-0.618068812278105
"2018-08-01 23:59:59",-0.585459554644458,-0.544081178921996,-0.595625441553124
"2018-08-02 23:59:59",-0.596310765039139,-0.553393532576306,-0.553239273361383
"2018-08-03 23:59:59",-0.613822985845274,-0.547821395241356,-0.598725138106426
"2018-08-04 23:59:59",-0.663713554744802,-0.561945596341645,-0.476705661042198
"2018-08-05 23:59:59",-0.662821597927206,-0.561152344178641,-0.527297485279735
"2018-08-06 23:59:59",-0.678161470240373,-0.568098679588769,-0.504438708285243
"2018-08-07 23:59:59",-0.705823925590709,-0.602235165327605,-0.327459582170505
"2018-08-08 23:59:59",-0.762180631440652,-0.633357023541356,-0.0993508719406395
"2018-08-09 23:59:59",-0.732203829548957,-0.622901309542227,-0.173617333862395
"2018-08-10 23:59:59",-0.777919716175886,-0.536129085638781,0.012600086118331
"2018-08-11 23:59:59",-0.775388969670698,-0.397518301025604,0.0635281878745464
"2018-08-12 23:59:59",-0.764067363681181,-0.413731338601199,-0.0330670243559152
"2018-08-13 23:59:59",-0.770235444209986,0.0040331352916635,0.0819840513271259
"2018-08-14 23:59:59",-0.780819060619237,0.103920822028557,0.207863709758902
"2018-08-15 23:59:59",-0.776316953296818,0.0230187348646175,0.183655020500983
"2018-08-16 23:59:59",-0.773481370675695,-0.0657850537643854,0.114781960353469
"2018-08-17 23:59:59",-0.745497093578901,-0.472932054640681,-0.217801344598347
"2018-08-18 23:59:59",-0.769349296447243,-0.222515977930328,-0.0393118677880452
"2018-08-19 23:59:59",-0.760516777923463,-0.312457666944915,-0.0885072270576878
"2018-08-20 23:59:59",-0.790000773596988,0.0339656123874779,0.124142139572297
"2018-08-21 23:59:59",-0.765895216413108,-0.121593831431447,0.100499467273309
"2018-08-22 23:59:59",-0.783283355949129,0.0193926988966395,0.153981441445008
"2018-08-23 23:59:59",-0.763929572759651,-0.0919878790826534,0.00808784663307676
"2018-08-24 23:59:59",-0.747172808566282,-0.183878377201757,-0.0383644833640446
"2018-08-25 23:59:59",-0.743371209450295,-0.147120054752817,-0.0551992071953626
"2018-08-26 23:59:59",-0.746430856723674,-0.0427826865482695,-0.0180691462635707
"2018-08-27 23:59:59",-0.727670052703422,-0.232770293125656,-0.205477187627611
"2018-08-28 23:59:59",-0.71111918067919,-0.346697720256933,-0.341570382098574
"2018-08-29 23:59:59",-0.71669920299735,-0.26774156734815,-0.231037535403102
"2018-08-30 23:59:59",-0.721510878398253,-0.234996672886948,-0.174329704217609
"2018-08-31 23:59:59",-0.723344201461087,-0.205702173362138,-0.271457194695608
"2018-09-01 23:59:59",-0.704854198085416,-0.357892164173016,-0.456300745016105
"2018-09-02 23:59:59",-0.696564074266543,-0.307923774895292,-0.455028515370875
"2018-09-03 23:59:59",-0.703851626950771,-0.218060637894135,-0.434601184079536
"2018-09-04 23:59:59",-0.695097772030402,-0.0940540967439072,-0.517354033371124
"2018-09-05 23:59:59",-0.765130048855426,0.518564268871915,-0.241076129189052
"2018-09-06 23:59:59",-0.797730584611248,0.546345296707106,-0.177376630191577
"2018-09-07 23:59:59",-0.811261232281427,0.770121911370949,-0.106507346327127
"2018-09-08 23:59:59",-0.838131946389848,1.11202061565449,0.0279504955876069
"2018-09-09 23:59:59",-0.830998656586269,1.08191876421024,-0.0905306430352145
"2018-09-10 23:59:59",-0.827570367593775,1.01968711455572,-0.0775055485281888
"2018-09-11 23:59:59",-0.832884702547277,1.25358215291506,0.0515873045468311
"2018-09-12 23:59:59",-0.828980614597814,1.22520289515103,0.0331469230684692
"2018-09-13 23:59:59",-0.813316037754452,0.494499409114989,-0.144481304422505
"2018-09-14 23:59:59",-0.813804838307975,0.476299410787113,-0.258852581917451
"2018-09-15 23:59:59",-0.812415249165216,0.261258046528745,-0.27259320375383
"2018-09-16 23:59:59",-0.817149957327827,0.284728276914413,-0.287711086269212
"2018-09-17 23:59:59",-0.8482404404074,0.620188893287514,-0.0861155932665711
"2018-09-18 23:59:59",-0.839236496260033,0.348663037699644,-0.204916440337618
"2018-09-19 23:59:59",-0.837066626872364,0.343544967258356,-0.214863107898348
"2018-09-20 23:59:59",-0.826887945171884,0.0979108112792492,-0.335470927990565
"2018-09-21 23:59:59",-0.799669667912074,-0.190990903015883,-0.497547111188049
"2018-09-22 23:59:59",-0.802495146731987,-0.14616655729937,-0.502389114804957
"2018-09-23 23:59:59",-0.808572702001297,-0.185402291529138,-0.526629049025649
"2018-09-24 23:59:59",-0.823455675354624,-0.0302232758460524,-0.432400185794138
"2018-09-25 23:59:59",-0.842818503132815,0.0605376799639209,-0.4308529078822
"2018-09-26 23:59:59",-0.842387630579823,0.103705018301829,-0.422496009127074
"2018-09-27 23:59:59",-0.817517815972615,-0.0878030007414929,-0.599049091067028
"2018-09-28 23:59:59",-0.827324036973058,-0.0218739885751641,-0.571249903178018
"2018-09-29 23:59:59",-0.832522496398532,-0.138443623839294,-0.565337202259764
"2018-09-30 23:59:59",-0.832308872142613,-0.156645463773505,-0.559422366596849
"2018-10-01 23:59:59",-0.837327281297925,-0.147958314447348,-0.542508546186424
"2018-10-02 23:59:59",-0.847557018686794,-0.101835795013885,-0.526346239972292
"2018-10-03 23:59:59",-0.852337465463571,-0.0538656138411717,-0.473562677644002
"2018-10-04 23:59:59",-0.845515251394707,-0.0815484496067285,-0.500182527109149
"2018-10-05 23:59:59",-0.842803772675275,-0.151182758110497,-0.519793556173229
"2018-10-06 23:59:59",-0.848328918898572,-0.129187901140656,-0.498474000449208
"2018-10-07 23:59:59",-0.850776992662849,-0.14282326466336,-0.512457881132647
"2018-10-08 23:59:59",-0.845240883148218,-0.188303567567844,-0.552053628463584
"2018-10-09 23:59:59",-0.849352994334341,-0.180491667587987,-0.536366275793229
"2018-10-10 23:59:59",-0.856970676786265,-0.165233383371513,-0.518366040405261
"2018-10-11 23:59:59",-0.897437251876122,0.176342304929033,-0.321461398556965
"2018-10-12 23:59:59",-0.893661923788929,0.094424418116694,-0.415286360176227
"2018-10-13 23:59:59",-0.892317209302391,0.0326921404626538,-0.42666041575486
"2018-10-14 23:59:59",-0.892697344934874,0.0813926665167769,-0.383581601731247
"2018-10-15 23:59:59",-0.858459159526831,-0.122989666506389,-0.494685417348787
"2018-10-16 23:59:59",-0.863122334708506,-0.132820129955262,-0.477355928309221
"2018-10-17 23:59:59",-0.865009428735455,-0.126010457635402,-0.476270771022549
"2018-10-18 23:59:59",-0.879865114562382,-0.0621817726310358,-0.420780378185023
"2018-10-19 23:59:59",-0.885457474651798,-0.0665038494029161,-0.444526880838926
"2018-10-20 23:59:59",-0.88204812736152,-0.105939938902418,-0.465507818862871
"2018-10-21 23:59:59",-0.884292317754227,-0.106911399033951,-0.44874045673812
"2018-10-22 23:59:59",-0.888062485661926,-0.10043584890493,-0.43595720078175
"2018-10-23 23:59:59",-0.894293288815095,-0.0973115750095755,-0.440990653780625
"2018-10-24 23:59:59",-0.895248798070882,-0.0983007760286503,-0.439774908933075
"2018-10-25 23:59:59",-0.899664910135768,-0.0927479265697669,-0.43648562119982
"2018-10-26 23:59:59",-0.900397187387711,-0.110825560831578,-0.439027622543189
"2018-10-27 23:59:59",-0.90355642249238,-0.115522439444204,-0.433889906722695
"2018-10-28 23:59:59",-0.902811418327502,-0.138215843670622,-0.438831590148434
"2018-10-29 23:59:59",-0.925149199443507,-0.0510911504166739,-0.338618785954319
"2018-10-30 23:59:59",-0.922750324015313,-0.0776465567803601,-0.356278358373199
"2018-10-31 23:59:59",-0.920817115511192,-0.0977524375863437,-0.387080919762766
"2018-11-01 23:59:59",-0.921233364487132,-0.109402435119428,-0.411110544030598
"2018-11-02 23:59:59",-0.91818214956053,-0.14882952329358,-0.461214450751827
"2018-11-03 23:59:59",-0.924050243557256,-0.132931296159206,-0.443199686667461
"2018-11-04 23:59:59",-0.929891647927929,-0.206256321630287,-0.520796078143276
"2018-11-05 23:59:59",-0.924806451254334,-0.232829742394693,-0.527230542182774
"2018-11-06 23:59:59",-0.920279660435014,-0.325690960104998,-0.598726981878492
"2018-11-07 23:59:59",-0.911441554672063,-0.328711073406207,-0.561419267717668
"2018-11-08 23:59:59",-0.922353092879004,-0.288170856435128,-0.521383165364097
"2018-11-09 23:59:59",-0.932420427493936,-0.270569029347636,-0.510914744156363
"2018-11-10 23:59:59",-0.932531261415779,-0.293783606937629,-0.520780043543467
"2018-11-11 23:59:59",-0.933898490856955,-0.294101678945229,-0.502437774212223
"2018-11-12 23:59:59",-0.938181997934916,-0.291705475216197,-0.485882797989773
"2018-11-13 23:59:59",-0.941829689110197,-0.270187007939662,-0.46167676164901
"2018-11-14 23:59:59",-1.00858501115783,-0.047505453460935,-0.257294326692163
"2018-11-15 23:59:59",-1.0211295943894,-0.0356173918515185,-0.272129345857515
"2018-11-16 23:59:59",-1.03091839620839,0.0352236695953752,-0.19906616931207
"2018-11-17 23:59:59",-1.03368423593567,0.032170328212457,-0.188973350238472
"2018-11-18 23:59:59",-1.03109317099548,-0.00154590982599473,-0.20393330437398
"2018-11-19 23:59:59",-0.615052630332951,0.348331575972994,0.103527287364857
"2018-11-20 23:59:59",0.418056386993891,0.676503769985257,0.432701968331007
"2018-11-21 23:59:59",-0.0208765980210813,0.532154612941954,0.224875638122197
"2018-11-22 23:59:59",0.781188741437576,0.745944690307877,0.514176133573194
"2018-11-23 23:59:59",0.498806830207045,0.770878858310811,0.400637568377817
"2018-11-24 23:59:59",1.7131946344454,0.990614888203558,0.867379994685148
"2018-11-25 23:59:59",1.06609547876395,0.876093467145748,0.446345616914251
"2018-11-26 23:59:59",1.59271341610005,1.06479927121214,0.629877069542217
"2018-11-27 23:59:59",1.38754602059329,1.00834117742839,0.386112874653296
"2018-11-28 23:59:59",0.145053210754546,0.657317701972824,0.0435492945293292
"2018-11-29 23:59:59",0.0971648653037758,0.747273273046399,0.0956109082804447
"2018-11-30 23:59:59",0.547492943543584,0.831914273806493,0.238010134840135
"2018-12-01 23:59:59",0.145934868476389,0.692946597181314,0.0360095781405902
"2018-12-02 23:59:59",0.249834757298925,0.725095704588707,0.0675383360770146
"2018-12-03 23:59:59",0.647720060118229,0.881734809758953,0.268443610727594
"2018-12-04 23:59:59",0.475718757754352,0.828877564483513,0.241386251042313
"2018-12-05 23:59:59",0.791988038488499,0.999334783593416,0.407415887560803
"2018-12-06 23:59:59",1.32194129328253,1.30884634247023,0.693704587886292
"2018-12-07 23:59:59",1.38114915918018,1.21204977339283,0.933573646394872
"2018-12-08 23:59:59",1.258833230284,1.25902827825944,1.01833013768457
"2018-12-09 23:59:59",0.902283295356721,1.13232661097929,0.719855726965111
"2018-12-10 23:59:59",1.08561652878711,1.22338898934419,0.929665612532514
"2018-12-11 23:59:59",1.14596627081244,1.26251903179839,1.02707841221992
"2018-12-12 23:59:59",0.960033336523572,1.18045471064837,0.817558706726792
"2018-12-13 23:59:59",1.20151254487947,1.26727448018363,0.983308232729047
"2018-12-14 23:59:59",1.31418783602712,1.31468150763004,0.867622862555839
"2018-12-15 23:59:59",1.24091945745258,1.28303020042344,0.783050695500735
"2018-12-16 23:59:59",1.19573452714039,1.23163890935226,0.520440048485391
"2018-12-17 23:59:59",0.551916726902426,0.88116839492484,0.139408817620112
"2018-12-18 23:59:59",0.292066224985738,0.697813351736947,0.067551630950884
"2018-12-19 23:59:59",0.229782319112452,0.695137549831782,0.111713008453916
"2018-12-20 23:59:59",-0.240392657862857,0.333061885111769,-0.100651329876056
"2018-12-21 23:59:59",-0.048315848899374,0.444739648238097,-0.00139573935505991
"2018-12-22 23:59:59",-0.178422912012802,0.290356506665254,-0.0711954304564396
"2018-12-23 23:59:59",-0.1699083122945,0.0443620362231176,-0.177243098787998
"2018-12-24 23:59:59",-0.254371067139469,-0.0783276826531234,-0.176278858644923
"2018-12-25 23:59:59",-0.024420733781643,0.0392137723060687,-0.0485973770929841
"2018-12-26 23:59:59",-0.0604021755919899,0.00922229931875558,-0.0480656792687326
"2018-12-27 23:59:59",0.140739908373887,0.214050452038966,0.110641544427954
"2018-12-28 23:59:59",-0.188525353265419,-0.0754398871924659,-0.162572908801989
"2018-12-29 23:59:59",-0.122690996435466,-0.127646539616366,-0.158339385207032
"2018-12-30 23:59:59",-0.162710635757188,-0.120621510070281,-0.159197022574738
"2018-12-31 23:59:59",-0.0549017991428797,-0.0629841866105624,-0.0843014682795882
"2019-01-01 23:59:59",-0.170243451215566,-0.136012808844267,-0.182275829090846
"2019-01-02 23:59:59",-0.251382592482795,-0.272333978284119,-0.269866941712495
"2019-01-03 23:59:59",-0.172075109322633,-0.226627781407764,-0.199531372792279
"2019-01-04 23:59:59",-0.216182088107374,-0.281572900827896,-0.232311630356103
"2019-01-05 23:59:59",-0.197549310814254,-0.289022209434559,-0.352534390107076
"2019-01-06 23:59:59",-0.404374359523349,-0.299781534733641,-0.524884769026876
"2019-01-07 23:59:59",-0.391468266749826,-0.266178130274833,-0.493786452595606
"2019-01-08 23:59:59",-0.384299107736938,-0.255211453741699,-0.543298031538563
"2019-01-09 23:59:59",-0.395796072567029,-0.263001044660712,-0.533281210774856
"2019-01-10 23:59:59",-0.119204628473984,-0.0722515477762918,-0.355129482939148
"2019-01-11 23:59:59",-0.13647162258193,-0.0542790516974409,-0.284533518033936
"2019-01-12 23:59:59",-0.110526823880142,-0.048641309308231,-0.299699943960755
"2019-01-13 23:59:59",-0.0146432129325312,0.0523495379326276,-0.19690473562031
"2019-01-14 23:59:59",-0.184823616321699,-0.106263611944231,-0.315028240521363
"2019-01-15 23:59:59",-0.116338386913917,-0.0277441515611867,-0.277010160076179
"2019-01-16 23:59:59",-0.153946225242551,-0.0602047305584277,-0.309845998035103
"2019-01-17 23:59:59",-0.183781468061959,-0.0606605606907109,-0.31715661643297
"2019-01-18 23:59:59",-0.169437557035452,-0.0333414949408557,-0.290129511335496
"2019-01-19 23:59:59",-0.247803280488279,-0.0807044244701603,-0.359399950632828
"2019-01-20 23:59:59",-0.134348610963177,-0.0249282567235288,-0.295843653554365
"2019-01-21 23:59:59",-0.13426564654865,-0.00792304685002845,-0.315037675167703
"2019-01-22 23:59:59",-0.180365126957981,-0.0362186662473156,-0.346887543849508
"2019-01-23 23:59:59",-0.17231330068662,-0.0238891673952342,-0.363873050071374
"2019-01-24 23:59:59",-0.187437182115779,-0.0260961047357626,-0.40385612114016
"2019-01-25 23:59:59",-0.192641837395279,-0.0172287153169422,-0.412559815072824
"2019-01-26 23:59:59",-0.197435360756649,-0.0237523803499936,-0.421680455539359
"2019-01-27 23:59:59",-0.193968648241088,0.00620118239386543,-0.405425616005599
"2019-01-28 23:59:59",-0.09106226706425,0.0937881496198214,-0.355533588850929
"2019-01-29 23:59:59",-0.0797547436582391,0.0992761992005561,-0.356006365792499
"2019-01-30 23:59:59",-0.129630628921092,0.04340415158444,-0.395034860556164
"2019-01-31 23:59:59",-0.111870897518799,0.0644114846758368,-0.381863298489953
"2019-02-01 23:59:59",-0.148928340715787,0.0505253799435037,-0.436231894431812
"2019-02-02 23:59:59",-0.175131093861577,0.0224984772410465,-0.468183190212116
"2019-02-03 23:59:59",-0.152008367978255,0.0384293537695987,-0.46282671682356
"2019-02-04 23:59:59",-0.167130770736196,0.0283494295731114,-0.483191145266197
"2019-02-05 23:59:59",-0.178319415274401,0.0277487769541875,-0.490457325951296
"2019-02-06 23:59:59",-0.127188082302003,0.0586755694477773,-0.449509975549866
"2019-02-07 23:59:59",-0.122605189490673,0.0588167647656196,-0.46069769957943
"2019-02-08 23:59:59",-0.365713272911668,-0.135893125460384,-0.718066828308439
"2019-02-09 23:59:59",-0.372212696752402,-0.140975682031877,-0.746695469082224
"2019-02-10 23:59:59",-0.382350683113746,-0.199160684420884,-0.778370197009112
"2019-02-11 23:59:59",-0.354685780186709,-0.164333001213618,-0.723222336286254
"2019-02-12 23:59:59",-0.360831579268895,-0.183334273216565,-0.743847067532041
"2019-02-13 23:59:59",-0.34757265473051,-0.182115055981339,-0.704673104714886
"2019-02-14 23:59:59",-0.336763236351034,-0.170327235574027,-0.701268694727399
"2019-02-15 23:59:59",-0.349810944101283,-0.182788181650089,-0.721603348401455
"2019-02-16 23:59:59",-0.369795578926009,-0.198746611825953,-0.741195789426391
"2019-02-17 23:59:59",-0.404273008922577,-0.30084253519421,-0.747134814474516
"2019-02-18 23:59:59",-0.553922223233135,-0.390320453639774,-0.805079114250531
"2019-02-19 23:59:59",-0.572945872885236,-0.380726837086885,-0.801872421737774
"2019-02-20 23:59:59",-0.609274727149712,-0.417665059516727,-0.853672047844573
"2019-02-21 23:59:59",-0.590204592904652,-0.396212585355695,-0.825440365969321
"2019-02-22 23:59:59",-0.61361504349635,-0.416117191779082,-0.83401718847578
"2019-02-23 23:59:59",-0.686633257362971,-0.477035374530809,-0.856003992329646
"2019-02-24 23:59:59",-0.508137633833258,-0.335025708710256,-0.771256927101724
"2019-02-25 23:59:59",-0.561026409796785,-0.363748342464493,-0.794755559023588
"2019-02-26 23:59:59",-0.555200606805216,-0.352151153471276,-0.786959487020984
"2019-02-27 23:59:59",-0.560671152276633,-0.345404673885396,-0.792020175483121
"2019-02-28 23:59:59",-0.564987851833091,-0.352216984474941,-0.802679974475778
"2019-03-01 23:59:59",-0.568091310006598,-0.350091524960946,-0.823038706482108
"2019-03-02 23:59:59",-0.573297053970041,-0.332523979206152,-0.839786820056752
"2019-03-03 23:59:59",-0.56912606172631,-0.319748601213023,-0.833412371624107
"2019-03-04 23:59:59",-0.517739927952036,-0.281327506355383,-0.808047622340914
"2019-03-05 23:59:59",-0.603826610109656,-0.373426934261358,-0.891413656327057
"2019-03-06 23:59:59",-0.610982020231777,-0.380896319489896,-0.917520561723557
"2019-03-07 23:59:59",-0.619684532977723,-0.378824880738902,-0.928090175478661
"2019-03-08 23:59:59",-0.617334110601451,-0.35690374240938,-0.921249614820458
"2019-03-09 23:59:59",-0.661282193896053,-0.385953949699214,-0.936883552994641
"2019-03-10 23:59:59",-0.655062119778773,-0.376446860258977,-0.932510921601731
"2019-03-11 23:59:59",-0.626028636676409,-0.354392453055254,-0.9190371878525
"2019-03-12 23:59:59",-0.637143916987293,-0.363133025416321,-0.933341050570703
"2019-03-13 23:59:59",-0.634374061964847,-0.352652584834903,-0.925878645551172
"2019-03-14 23:59:59",-0.642671518074651,-0.358151476248988,-0.930913580389624
"2019-03-15 23:59:59",-0.669814068009209,-0.392075453269105,-0.949815907847821
"2019-03-16 23:59:59",-0.711312807360555,-0.426037991703559,-0.945187527642502
"2019-03-17 23:59:59",-0.701762853738752,-0.410678581081461,-0.963990569913271
"2019-03-18 23:59:59",-0.706816289511588,-0.406176702014619,-0.958287044295221
"2019-03-19 23:59:59",-0.721293745930636,-0.41378203189625,-0.960397368379721
"2019-03-20 23:59:59",-0.737584457566243,-0.41916415124639,-0.966267656604156
"2019-03-21 23:59:59",-0.713133252862287,-0.393174868655137,-0.958300869002863
"2019-03-22 23:59:59",-0.718165473484826,-0.402287600625075,-0.962930183235349
"2019-03-23 23:59:59",-0.729315155561231,-0.411614738593842,-0.835879947900054
"2019-03-24 23:59:59",-0.724892451030235,-0.405351339510657,-0.881585491158187
"2019-03-25 23:59:59",-0.697813295760175,-0.391182518159064,-0.913330952446274
"2019-03-26 23:59:59",-0.705450220604352,-0.39436328672545,-0.927069833963282
"2019-03-27 23:59:59",-0.751692249205518,-0.435147641161747,-0.814221055339628
"2019-03-28 23:59:59",-0.750738659712733,-0.42454437661431,-0.852037860835679
"2019-03-29 23:59:59",-0.783803529289931,-0.461061106606441,-0.815909317379334
"2019-03-30 23:59:59",-0.786210626800022,-0.457138171802942,-0.853967078946192
"2019-03-31 23:59:59",-0.788275239398697,-0.454134023779093,-0.849024238855827
"2019-04-01 23:59:59",-0.806744268023044,-0.455094987118121,-0.849633900808071
"2019-04-02 23:59:59",-1.0054633186651,-0.584145064459205,-0.284641611220734
"2019-04-03 23:59:59",-1.01142824506936,-0.568935579609155,0.0231140149371876
"2019-04-04 23:59:59",-1.01168876688959,-0.555762755209614,0.00604030453049094
"2019-04-05 23:59:59",-1.01722852910102,-0.593342299286822,0.157045553691976
"2019-04-06 23:59:59",-1.01927256214627,-0.595254447474869,0.328744176077001
"2019-04-07 23:59:59",-1.02022180592116,-0.632710509466762,0.299388667133307
"2019-04-08 23:59:59",-1.01876812272991,-0.655526864088414,0.305600848495305
"2019-04-09 23:59:59",-1.02467236730229,-0.639876760365769,0.170426747191916
"2019-04-10 23:59:59",-1.02136547143726,-0.648344871958097,0.253586493083233
"2019-04-11 23:59:59",-1.03447576452226,-0.602769124495341,-0.115129746690116
"2019-04-12 23:59:59",-1.03626565109879,-0.601858077239575,-0.138215350741267
"2019-04-13 23:59:59",-1.03811838692279,-0.600352061280684,-0.15541472129135
"2019-04-14 23:59:59",-1.03917367458868,-0.617026060709356,-0.00198273995333714
"2019-04-15 23:59:59",-1.04268034326276,-0.588025187188429,-0.182143930420678
"2019-04-16 23:59:59",-1.04314286152084,-0.615532160114275,-0.113769390194405
"2019-04-17 23:59:59",-1.03502425855859,-0.615946283987853,-0.188068832650338
"2019-04-18 23:59:59",-0.714793594584897,-0.645534846984871,-0.10833809123254
"2019-04-19 23:59:59",-0.706581227551489,-0.645862841070218,-0.108473033626804
"2019-04-20 23:59:59",-0.63158866265151,-0.646650756086813,-0.150378592991033
"2019-04-21 23:59:59",-0.626293748409304,-0.635630771516013,-0.297822983747071
"2019-04-22 23:59:59",-0.519622221876474,-0.640772184884074,-0.317395318697555
"2019-04-23 23:59:59",-0.305765201542788,-0.641298082560559,-0.381629379214393
"2019-04-24 23:59:59",-0.335799194765648,-0.621677913657219,-0.429952671765691
"2019-04-25 23:59:59",-0.646478233671598,-0.571217305989731,-0.4785503035806
"2019-04-26 23:59:59",-0.544950643000572,-0.589161716640061,-0.439777738694335
"2019-04-27 23:59:59",-0.541940978098674,-0.594546038701422,-0.481820053960184
"2019-04-28 23:59:59",-0.53959735399239,-0.587774595489519,-0.553577853317678
"2019-04-29 23:59:59",-0.604871522841685,-0.57686232264075,-0.610576335901334
"2019-04-30 23:59:59",-0.517117467893148,-0.60968087787231,-0.463871913730654
"2019-05-01 23:59:59",-0.45980325514131,-0.605185783619745,-0.484154724762135
"2019-05-02 23:59:59",-0.367809443221862,-0.61282914784184,-0.488288647594318
"2019-05-03 23:59:59",-0.087630386187087,-0.638137465212895,-0.359247178857977
"2019-05-04 23:59:59",-0.0213607343699792,-0.623667710289012,-0.394816742793415
"2019-05-05 23:59:59",-0.0991392435423605,-0.622731364783319,-0.451557442797084
"2019-05-06 23:59:59",-0.149355155368574,-0.666275407779622,-0.479340925140201
"2019-05-07 23:59:59",-0.032152775205062,-0.657235334492426,-0.494591370685466
"2019-05-08 23:59:59",0.0753455770425829,-0.658283938211516,-0.501588916861687
"2019-05-09 23:59:59",0.278087178569541,-0.66102380192698,-0.510474429623549
"2019-05-10 23:59:59",0.470750524519944,-0.669804027356246,-0.444059502882405
"2019-05-11 23:59:59",1.29923152451515,-0.748034651618663,-0.142304732480143
"2019-05-12 23:59:59",0.867385872358605,-0.724695670459297,-0.313062180385249
"2019-05-13 23:59:59",1.66456669654274,-0.749641131987988,-0.242381785498592
"2019-05-14 23:59:59",1.99510979004915,-0.670801906899419,-0.159647391922364
"2019-05-15 23:59:59",2.10661509911166,-0.142812620442173,0.101968095730161
"2019-05-16 23:59:59",1.62353470880059,0.144469971666942,-0.100586656571679
"2019-05-17 23:59:59",0.942503810432545,-0.2558857173178,-0.25723499361995
"2019-05-18 23:59:59",0.857543916125184,-0.392331031715277,-0.323883075438883
"2019-05-19 23:59:59",1.5013154342093,0.0925106557723367,-0.149669130158248
"2019-05-20 23:59:59",1.24193757419777,-0.119954563518556,-0.252484443670322
"2019-05-21 23:59:59",1.16495671547639,-0.0555688927545836,-0.259916599862314
"2019-05-22 23:59:59",0.876071357365389,-0.134324564819061,-0.338805386890845
"2019-05-23 23:59:59",0.989339518786614,-0.1268570472275,-0.331017697791777
"2019-05-24 23:59:59",1.03420367787761,-0.0694388632306362,-0.102173404009853
"2019-05-25 23:59:59",1.03304383908302,-0.0443700799053652,-0.0621915682301882
"2019-05-26 23:59:59",1.41818105529741,0.217757445431477,0.118428488033855
"2019-05-27 23:59:59",1.49692409674137,0.382462556468785,0.263310937882679
"2019-05-28 23:59:59",1.35648262024596,0.324308530113781,0.155967234375703
"2019-05-29 23:59:59",1.23649674551602,0.25753120796132,0.148423434616445
"2019-05-30 23:59:59",0.924555397983566,-0.00353000735966415,-0.004671177688298
"2019-05-31 23:59:59",1.07192025882667,0.183088168406506,0.109990516871653
"2019-06-01 23:59:59",1.01102440220414,0.11291824621438,0.0494441262733175
"2019-06-02 23:59:59",1.09267311517224,0.176375473062302,0.0864015880313313
"2019-06-03 23:59:59",0.65019472003124,-0.137271301232112,-0.0937457552313347
"2019-06-04 23:59:59",0.312927204387017,-0.316650724854708,-0.2021767353816
"2019-06-05 23:59:59",0.365580553193314,-0.237523875088817,-0.16662439843817
"2019-06-06 23:59:59",0.350534683273794,-0.204247870604029,-0.0266676480384934
"2019-06-07 23:59:59",0.448003036458553,-0.20506500319555,0.0804318649501555
"2019-06-08 23:59:59",0.37349611279758,-0.296426500019892,0.077349885228351
"2019-06-09 23:59:59",0.200594293920224,-0.469325578889032,-0.00308773144686166
"2019-06-10 23:59:59",0.353405018095997,-0.298218738848676,0.243775531530331
"2019-06-11 23:59:59",0.277954220057806,-0.333180412475577,0.341791297152928
"2019-06-12 23:59:59",0.385950147695281,-0.153616447051746,0.305490457963653
"2019-06-13 23:59:59",0.409259993002102,-0.23462648757532,0.226495793410568
"2019-06-14 23:59:59",0.611272215978473,-0.134654394508474,0.231548445550137
"2019-06-15 23:59:59",0.663502626807841,-0.0920277855033765,0.316959116145436
"2019-06-16 23:59:59",0.72096439005168,-0.0908031789122261,0.285574705446613
"2019-06-17 23:59:59",0.864258055841802,-0.0511197913877615,0.225870935224432
"2019-06-18 23:59:59",0.713938680675364,-0.168669303065382,0.245225390558111
"2019-06-19 23:59:59",0.783731247880174,-0.125930558371812,0.247113585399492
"2019-06-20 23:59:59",0.886054797114742,-0.0978645402119053,0.223358605561201
"2019-06-21 23:59:59",1.12946674252555,0.146174867117787,0.258923960187837
"2019-06-22 23:59:59",1.37414094824701,0.326494305768566,0.300577459343724
"2019-06-23 23:59:59",1.39867984042567,0.271630277907523,0.20949594848719
"2019-06-24 23:59:59",1.45034956605855,0.291419586159371,0.178195386096638
"2019-06-25 23:59:59",1.7527442904512,0.363831560435658,0.177084979670327
"2019-06-26 23:59:59",2.20849971169444,0.562411465911978,0.0891641854472453
"2019-06-27 23:59:59",1.15030849912313,-0.00304455834060527,-0.191217145401171
"2019-06-28 23:59:59",1.55218678723042,0.13389410093949,-0.13087993194884
"2019-06-29 23:59:59",1.34512004808592,0.242925673713363,0.0649947896191651
"2019-06-30 23:59:59",0.843442454838837,-0.103114094489071,-0.121105045301673
"2019-07-01 23:59:59",0.722757841515419,-0.0889270205456778,-0.118151356311298
"2019-07-02 23:59:59",0.766669513010232,-0.142782248218073,-0.1967331268219
"2019-07-03 23:59:59",1.12410987222896,-0.0251002443143977,-0.152108829513419
"2019-07-04 23:59:59",0.808057695807174,-0.231080181801184,-0.17754021735087
"2019-07-05 23:59:59",0.697814961056164,-0.213374475220165,-0.209644976375565
